Time,T,Lat,Lon,Image Time,Image T,MODIS
2021-07-26 01:04:44+08:00,16.8109,51.497967,104.328453,2021-07-26 01:08:00+08:00,17.83000000000004,MOD21_Terra_day
2024-07-29 01:14:00+08:00,20.37215,52.76026,107.14602,2024-07-29 01:21:00+08:00,19.930000000000007,MOD21_Aqua_day
2023-09-27 01:04:09+08:00,12.5056,55.702255,109.862816,2023-09-27 01:18:00+08:00,12.610000000000014,MOD21_Aqua_day
2021-07-25 01:14:02+08:00,13.8242,51.64679,104.434288,2021-07-25 01:15:00+08:00,16.57000000000005,MOD21_Aqua_day
2022-08-03 00:59:30+08:00,9.166,54.441528,109.14357,2022-08-03 01:09:00+08:00,9.57000000000005,MOD21_Aqua_day
2021-07-27 00:55:03+08:00,8.0519,51.787521,104.93589,2021-07-27 01:03:00+08:00,9.950000000000044,MOD21_Terra_day
2021-10-23 00:56:37+08:00,7.2878,51.695095,105.648094,2021-10-23 01:09:00+08:00,8.190000000000055,MOD21_Aqua_day
2023-07-27 00:59:45+08:00,17.822,53.167004,107.050095,2023-07-27 01:14:00+08:00,18.390000000000043,MOD21_Aqua_day
2024-06-06 00:58:00+08:00,2.88771,53.18707,107.8079,2024-06-06 01:12:00+08:00,3.2100000000000364,MOD21_Aqua_day
2021-07-28 01:14:58+08:00,15.5073,52.576324,106.549629,2021-07-28 01:18:00+08:00,16.890000000000043,MOD21_Aqua_day
2024-09-23 00:45:00+08:00,11.6603,52.42732,106.38476,2024-09-23 00:59:00+08:00,11.970000000000027,MOD21_Terra_day
2024-08-01 00:57:00+08:00,20.6492,54.37691,109.38047,2024-08-01 01:02:00+08:00,22.090000000000032,MOD21_Terra_day
2021-05-27 01:14:55+08:00,2.1736,52.573254,107.067238,2021-05-27 01:17:00+08:00,2.930000000000007,MOD21_Aqua_day
2024-09-24 00:58:00+08:00,11.80735,52.76613,107.63966,2024-09-24 01:03:00+08:00,12.53000000000003,MOD21_Terra_day
2022-08-01 00:57:03+08:00,11.3138,52.801514,107.13266,2022-08-01 01:00:00+08:00,11.010000000000048,MOD21_Terra_day
2022-07-29 01:13:47+08:00,10.1605,51.756229,104.440109,2022-07-29 01:18:00+08:00,14.850000000000025,MOD21_Aqua_day
2021-05-28 01:05:30+08:00,1.9339,52.298656,106.063141,2021-05-28 01:10:00+08:00,3.0300000000000296,MOD21_Terra_day
2021-06-03 01:11:04+08:00,2.7864,51.596478,104.233246,2021-06-03 01:18:00+08:00,5.03000000000003,MOD21_Aqua_day
2024-06-07 01:03:00+08:00,2.641278,53.46376,108.3407,2024-06-07 01:16:00+08:00,2.510000000000048,MOD21_Aqua_day
2024-08-04 01:07:00+08:00,18.2392,54.28685,108.78368,2024-08-04 01:16:00+08:00,20.81,MOD21_Aqua_day
2023-09-26 01:00:19+08:00,12.4344,55.14053,109.348152,2023-09-26 01:14:00+08:00,10.170000000000016,MOD21_Aqua_day
2023-09-27 01:04:09+08:00,12.5056,55.702255,109.862816,2023-09-27 01:07:00+08:00,12.050000000000011,MOD21_Terra_day
2022-06-11 00:57:11+08:00,2.9251,55.31382,109.69706,2022-06-11 01:09:00+08:00,4.170000000000016,MOD21_Aqua_day
2024-09-05 01:03:00+08:00,15.1409,51.70388,105.682,2024-09-05 01:18:00+08:00,14.430000000000009,MOD21_Aqua_day
2023-07-20 00:56:09+08:00,14.7852,52.474373,106.116249,2023-07-20 01:00:00+08:00,14.77000000000004,MOD21_Terra_day
2022-06-12 00:47:49+08:00,2.7021,53.493679,107.658028,2022-06-12 01:02:00+08:00,2.750000000000057,MOD21_Terra_day
2024-07-30 01:11:00+08:00,16.04515,53.19434,107.80926,2024-07-30 01:15:00+08:00,17.49000000000001,MOD21_Aqua_day
2023-10-01 00:52:16+08:00,12.8204,51.891575,105.072815,2023-10-01 01:04:00+08:00,13.510000000000048,MOD21_Terra_day
2023-07-20 01:11:09+08:00,14.7714,52.474613,106.115334,2023-07-20 01:14:00+08:00,14.710000000000036,MOD21_Aqua_day
2021-06-12 01:01:41+08:00,2.6303,55.095615,109.515503,2021-06-12 01:06:00+08:00,3.9700000000000273,MOD21_Terra_day
2021-10-22 00:50:47+08:00,7.3781,51.915314,105.216103,2021-10-22 01:03:00+08:00,8.770000000000039,MOD21_Terra_day
2022-08-05 01:10:33+08:00,12.9524,54.965878,109.38649,2022-08-05 01:18:00+08:00,12.510000000000048,MOD21_Aqua_day
2024-08-02 00:42:00+08:00,17.9009,55.31929,109.48066,2024-08-02 00:56:00+08:00,16.810000000000002,MOD21_Terra_day
2021-09-22 01:00:21+08:00,4.2818,52.573483,107.105606,2021-09-22 01:02:00+08:00,6.3700000000000045,MOD21_Terra_day
2024-08-06 00:51:00+08:00,18.941,52.34223,106.11971,2024-08-06 01:03:00+08:00,18.970000000000027,MOD21_Terra_day
2022-07-30 00:56:19+08:00,10.9943,51.776119,105.37722,2022-07-30 01:02:00+08:00,11.650000000000034,MOD21_Terra_day
2021-07-27 01:10:08+08:00,8.0546,51.787498,104.932175,2021-07-27 01:14:00+08:00,9.750000000000057,MOD21_Aqua_day
2022-09-27 01:06:19+08:00,8.8955,55.367878,109.305916,2022-09-27 01:09:00+08:00,9.310000000000002,MOD21_Aqua_day
2023-10-25 00:55:21+08:00,7.8337,52.951565,107.051315,2023-10-25 01:03:00+08:00,6.3700000000000045,MOD21_Terra_day
